-5.912000000023454,-10.256999999995742,2.8
-5.912000000023454,-10.256999999995742,2.8
-6.631000000112408,-11.369999999999436,2.4
-6.631000000112408,-11.369999999999436,2.4
-6.990000000115515,-12.484000000014817,2.9
-6.990000000115515,-12.484000000014817,2.9
-7.080000000030395,-13.666999999983886,3.6
-7.080000000030395,-13.666999999983886,3.6
-7.080000000030395,-14.711000000033891,3.3
-6.900999999999158,-15.755000000012842,3.4
-6.900999999999158,-15.755000000012842,3.4
-6.631000000112408,-17.07699999997203,3.4
-6.7210000000272885,-18.74800000003063,3.5
-6.7210000000272885,-18.74800000003063,3.5
-6.7210000000272885,-20.139000000014562,2.9
-6.631000000112408,-21.39200000002006,2.6
-6.811000000084277,-22.506000000035442,2.6
-6.811000000084277,-22.506000000035442,2.6
-6.811000000084277,-23.340999999987844,2.6
-6.541000000055419,-23.96699999998475,2.7
-6.541000000055419,-23.96699999998475,2.7
-9.865000000104374,-29.32600000001173,2.6
-9.865000000104374,-29.32600000001173,2.6
-10.22400000010748,-29.53500000003828,2.6
-10.22400000010748,-29.53500000003828,2.6
-10.134000000050492,-29.048000000031493,2.6
-10.134000000050492,-29.048000000031493,2.6
-10.22400000010748,-28.28200000003278,2.6
-10.31400000002236,-27.237999999982776,2.6
-10.31400000002236,-27.237999999982776,2.6
-10.134000000050492,-25.498999999982175,2.5
-10.134000000050492,-23.82799999999463,2.6
-9.865000000104374,-22.64500000002556,2.7
-9.865000000104374,-21.11399999996877,3.0
-9.955000000019254,-19.652000000007774,2.9
-9.955000000019254,-19.652000000007774,2.9
-10.134000000050492,-17.56399999997882,3.0
-10.22400000010748,-16.24200000001963,3.4
-10.22400000010748,-13.458000000028392,3.3
-10.043999999993503,-10.74400000000253,2.5
-10.043999999993503,-10.74400000000253,2.5
-9.865000000104374,-9.629999999987149,2.6
-9.595000000075515,-8.865000000000123,2.5
-9.595000000075515,-8.865000000000123,2.5
-17.500000000012506,-6.358999999989123,2.7
-17.500000000012506,-6.358999999989123,2.7
-17.410000000097625,-8.30800000002796,2.8
-17.410000000097625,-8.30800000002796,2.8
-17.500000000012506,-9.978000000003817,3.5
-17.500000000012506,-12.066000000032773,3.7
-17.680000000126483,-13.94500000003518,3.3
-17.680000000126483,-13.94500000003518,3.3
-17.680000000126483,-15.616000000022723,2.8
-17.860000000098353,-17.28599999999858,2.8
-17.860000000098353,-17.28599999999858,2.8
-17.500000000012506,-18.955999999974438,2.8
-17.410000000097625,-20.556999999996606,2.7
-17.05100000009452,-22.297000000008893,2.7
-17.05100000009452,-22.297000000008893,2.7
-17.680000000126483,-22.78400000001568,2.9
-17.680000000126483,-24.455000000003224,2.6
-17.05100000009452,-25.846999999998843,2.7
-16.87100000012265,-26.960000000002537,2.6
-16.87100000012265,-26.960000000002537,2.6
-21.363000000036436,-25.985999999988962,2.7
-21.363000000036436,-25.985999999988962,2.7
-21.363000000036436,-24.803000000019892,2.6
-21.273000000121556,-23.411000000024274,2.7
-21.273000000121556,-23.411000000024274,2.7
-21.363000000036436,-21.74000000003673,3.0
-21.453000000093425,-20.208999999979937,2.9
-21.453000000093425,-20.208999999979937,2.9
-21.632000000124663,-18.469000000038704,2.7
-21.632000000124663,-18.469000000038704,2.7
-21.9920000000684,-17.14700000000846,2.6
-21.9920000000684,-17.14700000000846,2.6
-22.08100000004265,-15.616000000022723,2.8
-22.26100000001452,-13.94500000003518,3.1
-22.441000000128497,-12.205000000022892,2.9
-22.441000000128497,-12.205000000022892,2.9
-22.351000000071508,-10.60500000001241,3.1
-22.351000000071508,-10.60500000001241,3.1
-22.441000000128497,-8.795000000034747,2.8
-22.890000000046484,-6.845999999995911,2.5
-22.890000000046484,-6.845999999995911,2.5
-22.980000000103473,-5.454000000000292,2.7
-22.980000000103473,-5.454000000000292,2.7
-28.190000000023474,-6.081000000008885,2.7
-28.190000000023474,-6.081000000008885,2.7
-29.268000000115535,-6.985999999997716,2.7
-29.268000000115535,-6.985999999997716,2.7
-29.537000000061653,-8.09900000000141,2.7
-29.537000000061653,-8.09900000000141,2.7
-29.62700000011864,-9.35200000000691,2.7
-29.62700000011864,-9.35200000000691,2.7
-28.100000000108594,-10.256999999995742,3.1
-26.483000000041557,-11.997000000008029,3.1
-26.483000000041557,-11.997000000008029,3.1
-25.85400000000959,-14.153999999990674,2.8
-25.85400000000959,-14.153999999990674,2.8
-25.85400000000959,-16.729000000026417,2.8
-25.85400000000959,-19.026000000010868,2.8
-25.85400000000959,-21.322999999995318,2.7
-26.303000000069687,-23.479999999977963,2.7
-26.303000000069687,-23.479999999977963,2.7
-26.663000000013426,-25.56800000000692,2.6
-26.663000000013426,-25.56800000000692,2.6
-33.310000000028595,-27.169000000029087,2.4
-33.310000000028595,-27.169000000029087,2.4
-34.29800000006367,-26.542000000020494,2.5
-34.29800000006367,-26.542000000020494,2.5
