Latitude (X),Longitude(Y),Depth
-74.5332900,39.4972000,0.0000000
-74.5332900,39.4972000,0.0000000
-74.5332900,39.4971900,0.0000000
-74.5332900,39.4971800,0.0000000
-74.5333100,39.4971800,0.0000000
-74.5333100,39.4971700,0.0000000
-74.5333200,39.4971700,0.0000000
-74.5333300,39.4971600,0.0000000
-74.5333500,39.4971600,0.0000000
-74.5333600,39.4971500,0.0000000
-74.5333600,39.4971500,0.0000000
-74.5333700,39.4971400,0.0000000
-74.5333900,39.4971400,0.0000000
-74.5333900,39.4971200,0.0000000
-74.5333900,39.4971300,0.0000000
-74.5334000,39.4971200,0.0000000
-74.5334200,39.4971100,0.0000000
-74.5334300,39.4971000,0.0000000
-74.5334500,39.4971000,0.0000000
-74.5334600,39.4970900,0.0000000
-74.5334700,39.4970800,0.0000000
-74.5334900,39.4970700,0.0000000
-74.5334900,39.4970600,0.0000000
-74.5334900,39.4970500,0.0000000
-74.5334900,39.4970400,0.0000000
-74.5334800,39.4970300,0.0000000
-74.5334800,39.4970300,0.0000000
-74.5334900,39.4970200,0.0000000
-74.5335000,39.4970100,0.0000000
-74.5335200,39.4969900,0.0000000
-74.5335200,39.4969800,0.0000000
-74.5335400,39.4969600,0.0000000
-74.5335500,39.4969500,0.0000000
-74.5335700,39.4969400,0.0000000
-74.5335800,39.4969300,0.0000000
-74.5335900,39.4969100,0.0000000
-74.5336000,39.4969100,0.0000000
-74.5336100,39.4969000,0.0000000
-74.5336100,39.4968900,0.0000000
-74.5336200,39.4968800,0.0000000
-74.5336300,39.4968800,0.0000000
-74.5336500,39.4968600,0.0000000
-74.5336600,39.4968500,0.0000000
-74.5336700,39.4968400,0.0000000
-74.5336800,39.4968400,0.0000000
-74.5337000,39.4968400,0.0000000
-74.5337100,39.4968400,0.0000000
-74.5337100,39.4968300,0.0000000
-74.5337200,39.4968200,0.0000000
-74.5337300,39.4968200,0.0000000
-74.5337400,39.4968100,0.0000000
-74.5337400,39.4968100,0.0000000
-74.5337600,39.4968000,0.0000000
-74.5337700,39.4967900,0.0000000
-74.5337800,39.4967900,0.0000000
-74.5338000,39.4967800,0.0000000
-74.5338100,39.4967800,0.0000000
-74.5338200,39.4967800,0.0000000
-74.5338400,39.4967800,0.0000000
-74.5338500,39.4967700,0.0000000
-74.5338700,39.4967700,0.0000000
-74.5338900,39.4967700,0.0000000
-74.5339100,39.4967500,0.0000000
-74.5339100,39.4967500,0.0000000
-74.5339200,39.4967600,0.0000000
-74.5339300,39.4967500,0.0000000
-74.5339300,39.4967500,0.0000000
-74.5339400,39.4967500,0.0000000
-74.5339400,39.4967500,0.0000000
-74.5339600,39.4967400,0.0000000
-74.5339700,39.4967400,0.0000000
-74.5339800,39.4967400,0.0000000
-74.5339800,39.4967300,0.0000000
-74.5340000,39.4967200,0.0000000
-74.5340100,39.4967100,0.0000000
-74.5340200,39.4967000,0.0000000
-74.5340300,39.4967000,0.0000000
-74.5340400,39.4967000,0.0000000
-74.5340600,39.4967000,0.0000000
-74.5340700,39.4967000,0.0000000
-74.5340800,39.4966900,0.0000000
-74.5341000,39.4966900,0.0000000
-74.5341000,39.4966800,0.0000000
-74.5341200,39.4966700,0.0000000
-74.5341300,39.4966700,0.0000000
-74.5341300,39.4966700,0.0000000
-74.5341400,39.4966700,0.0000000
-74.5341500,39.4966700,0.0000000
-74.5341600,39.4966600,0.0000000
-74.5341800,39.4966600,0.0000000
-74.5342000,39.4966500,0.0000000
-74.5342200,39.4966500,0.0000000
-74.5342300,39.4966400,0.0000000
-74.5342400,39.4966300,0.0000000
-74.5342600,39.4966300,0.0000000
-74.5342600,39.4966200,0.0000000
-74.5342700,39.4966200,0.0000000
-74.5342800,39.4966200,0.0000000
-74.5342900,39.4966100,0.0000000
-74.5343100,39.4966000,0.0000000
-74.5343200,39.4966000,0.0000000
-74.5343200,39.4966000,0.0000000
-74.5343400,39.4966000,0.0000000
-74.5343600,39.4965900,0.0000000
-74.5343700,39.4965900,0.0000000
-74.5343900,39.4965800,0.0000000
-74.5344100,39.4965700,0.0000000
-74.5344300,39.4965700,0.0000000
-74.5344400,39.4965700,0.0000000
-74.5344500,39.4965600,0.0000000
-74.5344700,39.4965600,0.0000000
-74.5344800,39.4965500,0.0000000
-74.5345000,39.4965500,0.0000000
-74.5345200,39.4965500,0.0000000
-74.5345300,39.4965400,0.0000000
-74.5345500,39.4965300,0.0000000
-74.5345700,39.4965200,0.0000000
-74.5345800,39.4965100,0.0000000
-74.5345900,39.4965100,0.0000000
-74.5346100,39.4965100,0.0000000
-74.5346100,39.4965100,0.0000000
-74.5346300,39.4965100,0.0000000
-74.5346500,39.4965100,0.0000000
-74.5346500,39.4965100,0.0000000
-74.5346600,39.4965100,0.0000000
-74.5346800,39.4965100,0.0000000
-74.5346800,39.4965100,0.0000000
-74.5347000,39.4965100,0.0000000
-74.5347200,39.4965100,0.0000000
-74.5347400,39.4965100,0.0000000
-74.5347600,39.4965100,0.0000000
-74.5347600,39.4965200,0.0000000
-74.5347700,39.4965300,0.0000000
-74.5347900,39.4965300,0.0000000
-74.5348000,39.4965400,0.0000000
-74.5348100,39.4965400,0.0000000
-74.5348100,39.4965400,0.0000000
-74.5348200,39.4965400,0.0000000
-74.5348500,39.4965400,0.0000000
-74.5348700,39.4965400,0.0000000
-74.5348900,39.4965500,0.0000000
-74.5349000,39.4965500,0.0000000
-74.5349100,39.4965500,0.0000000
-74.5349300,39.4965500,0.0000000
-74.5349300,39.4965500,0.0000000
-74.5349500,39.4965600,0.0000000
-74.5349700,39.4965500,0.0000000
-74.5349900,39.4965600,0.0000000
-74.5350000,39.4965600,0.0000000
-74.5350100,39.4965700,0.0000000
-74.5350200,39.4965700,0.0000000
-74.5350300,39.4965700,0.0000000
-74.5350400,39.4965800,0.0000000
-74.5350500,39.4965800,0.0000000
-74.5350600,39.4965800,0.0000000
-74.5350800,39.4965800,0.0000000
-74.5350900,39.4965800,0.0000000
-74.5351000,39.4965900,0.0000000
-74.5351100,39.4965800,0.0000000
-74.5351200,39.4965800,0.0000000
-74.5351300,39.4965800,0.0000000
-74.5351400,39.4965800,0.0000000
-74.5351600,39.4965800,0.0000000
-74.5351600,39.4965900,0.0000000
-74.5351700,39.4966000,0.0000000
-74.5351900,39.4966000,0.0000000
-74.5351900,39.4965900,0.0000000
-74.5352200,39.4966000,0.0000000
-74.5352200,39.4965900,0.0000000
-74.5352400,39.4965900,0.0000000
-74.5352600,39.4965900,0.0000000
-74.5352700,39.4966000,0.0000000
-74.5352900,39.4966000,0.0000000
-74.5353100,39.4966000,0.0000000
-74.5353200,39.4966000,0.0000000
-74.5353400,39.4966000,0.0000000
-74.5353600,39.4965900,0.0000000
-74.5353800,39.4965900,0.0000000
-74.5354000,39.4965900,0.0000000
-74.5354200,39.4965900,0.0000000
-74.5354400,39.4966000,0.0000000
-74.5354500,39.4966000,0.0000000
-74.5354700,39.4966000,0.0000000
-74.5354800,39.4965900,0.0000000
-74.5354900,39.4965900,0.0000000
-74.5355000,39.4965900,0.0000000
-74.5355100,39.4965800,0.0000000
-74.5355400,39.4965800,0.0000000
-74.5355500,39.4965700,0.0000000
-74.5355700,39.4965700,0.0000000
-74.5355900,39.4965700,0.0000000
-74.5356100,39.4965700,0.0000000
-74.5356200,39.4965700,0.0000000
-74.5356300,39.4965700,0.0000000
-74.5356400,39.4965600,0.0000000
-74.5356500,39.4965600,0.0000000
-74.5356600,39.4965600,0.0000000
-74.5356800,39.4965500,0.0000000
-74.5356900,39.4965500,0.0000000
-74.5357000,39.4965500,0.0000000
-74.5357100,39.4965500,0.0000000
-74.5357200,39.4965400,0.0000000
-74.5357300,39.4965400,0.0000000
-74.5357300,39.4965300,0.0000000
-74.5357400,39.4965200,0.0000000
-74.5357400,39.4965200,0.0000000
-74.5357600,39.4965100,0.0000000
-74.5357700,39.4965000,0.0000000
-74.5357700,39.4965000,0.0000000
-74.5357800,39.4965000,0.0000000
-74.5357800,39.4965000,0.0000000
-74.5357800,39.4965100,0.0000000
-74.5357900,39.4965100,0.0000000
-74.5358000,39.4965100,0.0000000
-74.5358000,39.4965100,0.0000000
-74.5358000,39.4965100,0.0000000
-74.5358000,39.4965100,0.0000000
-74.5358000,39.4965100,0.0000000
-74.5358000,39.4965100,0.0000000
-74.5358100,39.4965100,0.0000000
-74.5358200,39.4965100,0.0000000
-74.5358200,39.4965000,0.0000000
-74.5358300,39.4964900,0.0000000
-74.5358300,39.4964900,0.0000000
-74.5358400,39.4964900,0.0000000
-74.5358400,39.4964800,0.0000000
-74.5358400,39.4964800,0.0000000
-74.5358400,39.4964700,0.0000000
-74.5358500,39.4964700,0.0000000
-74.5358700,39.4964600,0.0000000
-74.5358700,39.4964600,0.0000000
-74.5358700,39.4964500,0.0000000
-74.5358700,39.4964500,0.0000000
-74.5358900,39.4964400,0.0000000
-74.5359000,39.4964200,0.0000000
-74.5359100,39.4964100,0.0000000
-74.5359300,39.4964000,0.0000000
-74.5359400,39.4963900,0.0000000
-74.5359600,39.4963800,0.0000000
-74.5359600,39.4963700,0.0000000
-74.5359600,39.4963600,0.0000000
-74.5359800,39.4963400,0.0000000
-74.5359900,39.4963300,0.0000000
-74.5359800,39.4963300,0.0000000
-74.5359900,39.4963200,0.0000000
-74.5359900,39.4963100,0.0000000
-74.5359900,39.4963100,0.0000000
-74.5359900,39.4963000,0.0000000
-74.5359900,39.4962900,0.0000000
-74.5359900,39.4962900,0.0000000
-74.5359800,39.4962800,0.0000000
-74.5359800,39.4962600,0.0000000
-74.5359900,39.4962500,0.0000000
-74.5360000,39.4962400,0.0000000
-74.5360000,39.4962300,0.0000000
-74.5360000,39.4962300,0.0000000
-74.5360000,39.4962200,0.0000000
-74.5360000,39.4962100,0.0000000
-74.5360000,39.4962000,0.0000000
-74.5360000,39.4961800,0.0000000
-74.5360100,39.4961700,0.0000000
-74.5360200,39.4961700,0.0000000
-74.5360200,39.4961500,0.0000000
-74.5360300,39.4961400,0.0000000
-74.5360300,39.4961400,0.0000000
-74.5360300,39.4961200,0.0000000
-74.5360300,39.4961200,0.0000000
-74.5360300,39.4961100,0.0000000
-74.5360300,39.4960900,0.0000000
-74.5360300,39.4960800,0.0000000
-74.5360300,39.4960800,0.0000000
-74.5360300,39.4960700,0.0000000
-74.5360300,39.4960500,0.0000000
-74.5360300,39.4960400,0.0000000
-74.5360300,39.4960200,0.0000000
-74.5360400,39.4960100,0.0000000
-74.5360500,39.4959900,0.0000000
-74.5360600,39.4959800,0.0000000
-74.5360600,39.4959800,0.0000000
-74.5360600,39.4959600,0.0000000
-74.5360600,39.4959500,0.0000000
-74.5360600,39.4959400,0.0000000
-74.5360700,39.4959300,0.0000000
-74.5360800,39.4959100,0.0000000
-74.5360900,39.4959100,0.0000000
-74.5360900,39.4958900,0.0000000
-74.5360900,39.4958800,0.0000000
-74.5360900,39.4958700,0.0000000
-74.5360900,39.4958600,0.0000000
-74.5360900,39.4958400,0.0000000
-74.5360900,39.4958300,0.0000000
-74.5360900,39.4958200,0.0000000
-74.5360900,39.4958100,0.0000000
-74.5360900,39.4958000,0.0000000
-74.5361000,39.4957900,0.0000000
-74.5361000,39.4957800,0.0000000
-74.5361000,39.4957700,0.0000000
-74.5361000,39.4957600,0.0000000
-74.5360900,39.4957500,0.0000000
-74.5360900,39.4957400,0.0000000
-74.5360900,39.4957300,0.0000000
-74.5360900,39.4957200,0.0000000
-74.5361000,39.4957100,0.0000000
-74.5361000,39.4957000,0.0000000
-74.5361000,39.4956900,0.0000000
-74.5361000,39.4956800,0.0000000
-74.5361000,39.4956700,0.0000000
-74.5361000,39.4956600,0.0000000
-74.5361000,39.4956400,0.0000000
-74.5361100,39.4956400,0.0000000
-74.5361000,39.4956300,0.0000000
-74.5361000,39.4956300,0.0000000
-74.5361000,39.4956200,0.0000000
-74.5361100,39.4956200,0.0000000
-74.5361200,39.4956100,0.0000000
-74.5361200,39.4956000,0.0000000
-74.5361200,39.4955900,0.0000000
-74.5361100,39.4955900,0.0000000
-74.5361100,39.4955800,0.0000000
-74.5361100,39.4955900,0.0000000
-74.5361100,39.4955900,0.0000000
-74.5361200,39.4955900,0.0000000
-74.5361200,39.4955800,0.0000000
-74.5361200,39.4955700,0.0000000
-74.5361200,39.4955600,0.0000000
-74.5361300,39.4955500,0.0000000
-74.5361300,39.4955400,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361400,39.4955300,0.0000000
-74.5361400,39.4955300,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361300,39.4955300,0.0000000
-74.5361300,39.4955200,0.0000000
-74.5361300,39.4955200,0.0000000
-74.5361300,39.4955200,0.0000000
-74.5361300,39.4955200,0.0000000
-74.5361300,39.4955100,0.0000000
-74.5361300,39.4955000,0.0000000
-74.5361400,39.4954900,0.0000000
-74.5361400,39.4954800,0.0000000
-74.5361400,39.4954800,0.0000000
-74.5361500,39.4954700,0.0000000
-74.5361600,39.4954600,0.0000000
-74.5361600,39.4954500,0.0000000
-74.5361700,39.4954400,0.0000000
-74.5361700,39.4954300,0.0000000
-74.5361700,39.4954300,0.0000000
-74.5361600,39.4954200,0.0000000
-74.5361600,39.4954100,0.0000000
-74.5361600,39.4954000,0.0000000
-74.5361600,39.4953900,0.0000000
-74.5361600,39.4953800,0.0000000
-74.5361600,39.4953800,0.0000000
-74.5361700,39.4953700,0.0000000
-74.5361600,39.4953600,0.0000000
-74.5361600,39.4953500,0.0000000
-74.5361600,39.4953500,0.0000000
-74.5361600,39.4953300,0.0000000
-74.5361700,39.4953300,0.0000000
-74.5361800,39.4953200,0.0000000
-74.5361800,39.4953100,0.0000000
-74.5361900,39.4953000,0.0000000
-74.5361900,39.4952800,0.0000000
-74.5361900,39.4952700,0.0000000
-74.5361900,39.4952500,0.0000000
-74.5361800,39.4952400,0.0000000
-74.5361700,39.4952400,0.0000000
-74.5361600,39.4952200,0.0000000
-74.5361600,39.4952100,0.0000000
-74.5361600,39.4952000,0.0000000
-74.5361600,39.4951900,0.0000000
-74.5361500,39.4951800,0.0000000
-74.5361500,39.4951700,0.0000000
-74.5361400,39.4951600,0.0000000
-74.5361400,39.4951500,0.0000000
-74.5361400,39.4951400,0.0000000
-74.5361300,39.4951300,0.0000000
-74.5361300,39.4951200,0.0000000
-74.5361300,39.4951100,0.0000000
-74.5361200,39.4951000,0.0000000
-74.5361100,39.4950900,0.0000000
-74.5361200,39.4950900,0.0000000
-74.5361100,39.4950900,0.0000000
-74.5360900,39.4950800,0.0000000
-74.5360800,39.4950800,0.0000000
-74.5360700,39.4950700,0.0000000
-74.5360600,39.4950600,0.0000000
-74.5360600,39.4950500,0.0000000
-74.5360600,39.4950400,0.0000000
-74.5360400,39.4950300,0.0000000
-74.5360300,39.4950300,0.0000000
-74.5360300,39.4950200,0.0000000
-74.5360200,39.4950200,0.0000000
-74.5360100,39.4950200,0.0000000
-74.5360000,39.4950100,0.0000000
-74.5359900,39.4950100,0.0000000
-74.5359700,39.4950000,0.0000000
-74.5359600,39.4949900,0.0000000
-74.5359600,39.4949900,0.0000000
-74.5359400,39.4949800,0.0000000
-74.5359300,39.4949700,0.0000000
-74.5359100,39.4949600,0.0000000
-74.5359000,39.4949600,0.0000000
-74.5358800,39.4949600,0.0000000
-74.5358600,39.4949500,0.0000000
-74.5358500,39.4949500,0.0000000
-74.5358400,39.4949500,0.0000000
-74.5358200,39.4949500,0.0000000
-74.5358000,39.4949500,0.0000000
-74.5357900,39.4949500,0.0000000
-74.5357700,39.4949400,0.0000000
-74.5357600,39.4949400,0.0000000
-74.5357500,39.4949400,0.0000000
-74.5357400,39.4949300,0.0000000
-74.5357200,39.4949300,0.0000000
-74.5357100,39.4949300,0.0000000
-74.5356900,39.4949300,0.0000000
-74.5356800,39.4949300,0.0000000
-74.5356700,39.4949300,0.0000000
-74.5356500,39.4949200,0.0000000
-74.5356400,39.4949200,0.0000000
-74.5356400,39.4949200,0.0000000
-74.5356300,39.4949100,0.0000000
-74.5356100,39.4949200,0.0000000
-74.5355900,39.4949200,0.0000000
-74.5355900,39.4949100,0.0000000
-74.5355800,39.4949100,0.0000000
-74.5355600,39.4949000,0.0000000
-74.5355500,39.4949000,0.0000000
-74.5355300,39.4949000,0.0000000
-74.5355100,39.4948900,0.0000000
-74.5355100,39.4948900,0.0000000
-74.5354900,39.4948800,0.0000000
-74.5354800,39.4948800,0.0000000
-74.5354600,39.4948700,0.0000000
-74.5354500,39.4948800,0.0000000
-74.5354300,39.4948800,0.0000000
-74.5354200,39.4948800,0.0000000
-74.5354100,39.4948700,0.0000000
-74.5354000,39.4948700,0.0000000
-74.5353900,39.4948700,0.0000000
-74.5353800,39.4948700,0.0000000
-74.5353700,39.4948600,0.0000000
-74.5353500,39.4948500,0.0000000
-74.5353400,39.4948500,0.0000000
-74.5353200,39.4948400,0.0000000
-74.5353100,39.4948400,0.0000000
-74.5352900,39.4948300,0.0000000
-74.5352900,39.4948300,0.0000000
-74.5352700,39.4948200,0.0000000
-74.5352600,39.4948200,0.0000000
-74.5352500,39.4948100,0.0000000
-74.5352400,39.4948100,0.0000000
-74.5352200,39.4948000,0.0000000
-74.5352100,39.4947900,0.0000000
-74.5351900,39.4947900,0.0000000
-74.5351800,39.4947900,0.0000000
-74.5351700,39.4947800,0.0000000
-74.5351600,39.4947700,0.0000000
-74.5351500,39.4947700,0.0000000
-74.5351500,39.4947600,0.0000000
-74.5351300,39.4947600,0.0000000
-74.5351200,39.4947600,0.0000000
-74.5351100,39.4947500,0.0000000
-74.5351000,39.4947500,0.0000000
-74.5350800,39.4947500,0.0000000
-74.5350700,39.4947500,0.0000000
-74.5350600,39.4947500,0.0000000
-74.5350500,39.4947500,0.0000000
-74.5350300,39.4947400,0.0000000
-74.5350300,39.4947300,0.0000000
-74.5350200,39.4947200,0.0000000
-74.5350000,39.4947200,0.0000000
-74.5349900,39.4947200,0.0000000
-74.5349800,39.4947200,0.0000000
-74.5349700,39.4947100,0.0000000
-74.5349600,39.4947100,0.0000000
-74.5349400,39.4947000,0.0000000
-74.5349300,39.4947000,0.0000000
-74.5349300,39.4946900,0.0000000
-74.5349200,39.4946900,0.0000000
-74.5349000,39.4946800,0.0000000
-74.5348900,39.4946700,0.0000000
-74.5348700,39.4946600,0.0000000
-74.5348700,39.4946500,0.0000000
-74.5348600,39.4946400,0.0000000
-74.5348500,39.4946400,0.0000000
-74.5348400,39.4946300,0.0000000
-74.5348300,39.4946200,0.0000000
-74.5348100,39.4946100,0.0000000
-74.5348000,39.4946000,0.0000000
-74.5347800,39.4945900,0.0000000
-74.5347700,39.4945800,0.0000000
-74.5347600,39.4945800,0.0000000
-74.5347400,39.4945700,0.0000000
-74.5347300,39.4945600,0.0000000
-74.5347100,39.4945600,0.0000000
-74.5347000,39.4945500,0.0000000
-74.5346800,39.4945400,0.0000000
-74.5346800,39.4945300,0.0000000
-74.5346600,39.4945300,0.0000000
-74.5346500,39.4945300,0.0000000
-74.5346400,39.4945200,0.0000000
-74.5346200,39.4945200,0.0000000
-74.5346100,39.4945100,0.0000000
-74.5345900,39.4945100,0.0000000
-74.5345700,39.4945000,0.0000000
-74.5345600,39.4945000,0.0000000
-74.5345400,39.4945000,0.0000000
-74.5345200,39.4944900,0.0000000
-74.5345100,39.4944900,0.0000000
-74.5345000,39.4944900,0.0000000
-74.5344800,39.4944800,0.0000000
-74.5344700,39.4944800,0.0000000
-74.5344500,39.4944800,0.0000000
-74.5344400,39.4944700,0.0000000
-74.5344200,39.4944600,0.0000000
-74.5344100,39.4944600,0.0000000
-74.5343900,39.4944500,0.0000000
-74.5343800,39.4944500,0.0000000
-74.5343700,39.4944500,0.0000000
-74.5343600,39.4944500,0.0000000
-74.5343400,39.4944500,0.0000000
-74.5343200,39.4944400,0.0000000
-74.5343100,39.4944300,0.0000000
-74.5342900,39.4944300,0.0000000
-74.5342900,39.4944300,0.0000000
-74.5342800,39.4944200,0.0000000
-74.5342600,39.4944100,0.0000000
-74.5342600,39.4944100,0.0000000
-74.5342400,39.4944000,0.0000000
-74.5342300,39.4944000,0.0000000
-74.5342100,39.4944000,0.0000000
-74.5342000,39.4944000,0.0000000
-74.5342000,39.4944000,0.0000000
-74.5341900,39.4944000,0.0000000
-74.5341900,39.4944000,0.0000000
-74.5341700,39.4944000,0.0000000
-74.5341600,39.4943900,0.0000000
-74.5341500,39.4943800,0.0000000
-74.5341300,39.4943800,0.0000000
-74.5341300,39.4943700,0.0000000
-74.5341100,39.4943700,0.0000000
-74.5341000,39.4943700,0.0000000
-74.5340900,39.4943600,0.0000000
-74.5340700,39.4943600,0.0000000
-74.5340700,39.4943600,0.0000000
-74.5340500,39.4943500,0.0000000
-74.5340300,39.4943500,0.0000000
-74.5340300,39.4943400,0.0000000
-74.5340100,39.4943400,0.0000000
-74.5340000,39.4943300,0.0000000
-74.5339900,39.4943300,0.0000000
-74.5339800,39.4943300,0.0000000
-74.5339600,39.4943200,0.0000000
-74.5339400,39.4943200,0.0000000
-74.5339400,39.4943200,0.0000000
-74.5339200,39.4943100,0.0000000
-74.5339100,39.4943100,0.0000000
-74.5339000,39.4943100,0.0000000
-74.5338800,39.4943000,0.0000000
-74.5338700,39.4943000,0.0000000
-74.5338600,39.4943000,0.0000000
-74.5338500,39.4943000,0.0000000
-74.5338400,39.4942900,0.0000000
-74.5338200,39.4942900,0.0000000
-74.5338100,39.4942900,0.0000000
-74.5337900,39.4942800,0.0000000
-74.5337800,39.4942800,0.0000000
-74.5337700,39.4942700,0.0000000
-74.5337500,39.4942700,0.0000000
-74.5337400,39.4942700,0.0000000
-74.5337400,39.4942700,0.0000000
-74.5337200,39.4942700,0.0000000
-74.5337100,39.4942700,0.0000000
-74.5336900,39.4942600,0.0000000
-74.5336800,39.4942600,0.0000000
-74.5336600,39.4942600,0.0000000
-74.5336500,39.4942600,0.0000000
-74.5336400,39.4942600,0.0000000
-74.5336200,39.4942500,0.0000000
-74.5336000,39.4942500,0.0000000
-74.5335900,39.4942500,0.0000000
-74.5335800,39.4942400,0.0000000
-74.5335700,39.4942400,0.0000000
-74.5335500,39.4942400,0.0000000
-74.5335300,39.4942200,0.0000000
-74.5335100,39.4942200,0.0000000
-74.5334900,39.4942100,0.0000000
-74.5334800,39.4942100,0.0000000
-74.5334600,39.4942000,0.0000000
-74.5334500,39.4941900,0.0000000
-74.5334300,39.4941900,0.0000000
-74.5334200,39.4941900,0.0000000
-74.5334000,39.4941900,0.0000000
-74.5333900,39.4941900,0.0000000
-74.5333700,39.4941800,0.0000000
-74.5333600,39.4941800,0.0000000
-74.5333300,39.4941800,0.0000000
-74.5333300,39.4941800,0.0000000
-74.5333100,39.4941800,0.0000000
-74.5332900,39.4941700,0.0000000
-74.5332800,39.4941700,0.0000000
-74.5332600,39.4941700,0.0000000
-74.5332500,39.4941700,0.0000000
-74.5332300,39.4941600,0.0000000
-74.5332100,39.4941600,0.0000000
-74.5332000,39.4941600,0.0000000
-74.5331800,39.4941500,0.0000000
-74.5331700,39.4941500,0.0000000
-74.5331600,39.4941500,0.0000000
-74.5331500,39.4941500,0.0000000
-74.5331300,39.4941500,0.0000000
-74.5331200,39.4941500,0.0000000
-74.5331000,39.4941400,0.0000000
-74.5330800,39.4941300,0.0000000
-74.5330800,39.4941300,0.0000000
-74.5330700,39.4941300,0.0000000
-74.5330700,39.4941300,0.0000000
-74.5330700,39.4941300,0.0000000
-74.5330700,39.4941300,0.0000000
-74.5330500,39.4941200,0.0000000
-74.5330500,39.4941200,0.0000000
-74.5330400,39.4941200,0.0000000
-74.5330400,39.4941200,0.0000000
-74.5330400,39.4941200,0.0000000
-74.5330400,39.4941300,0.0000000
-74.5330300,39.4941300,0.0000000
-74.5330200,39.4941300,0.0000000
-74.5330000,39.4941300,0.0000000
-74.5329900,39.4941200,0.0000000
-74.5329700,39.4941200,0.0000000
-74.5329600,39.4941200,0.0000000
-74.5329500,39.4941100,0.0000000
-74.5329400,39.4941100,0.0000000
-74.5329300,39.4941100,0.0000000
-74.5329100,39.4941200,0.0000000
-74.5329000,39.4941200,0.0000000
-74.5328900,39.4941200,0.0000000
-74.5328800,39.4941200,0.0000000
-74.5328700,39.4941100,0.0000000
-74.5328600,39.4941100,0.0000000
-74.5328500,39.4941100,0.0000000
-74.5328400,39.4941100,0.0000000
-74.5328300,39.4941100,0.0000000
-74.5328200,39.4941000,0.0000000
-74.5328100,39.4941000,0.0000000
-74.5328000,39.4940900,0.0000000
-74.5327900,39.4940900,0.0000000
-74.5327700,39.4940900,0.0000000
-74.5327500,39.4940900,0.0000000
-74.5327400,39.4941000,0.0000000
-74.5327200,39.4941100,0.0000000
-74.5327100,39.4941100,0.0000000
-74.5327100,39.4941200,0.0000000
-74.5326900,39.4941200,0.0000000
-74.5326800,39.4941300,0.0000000
-74.5326800,39.4941400,0.0000000
-74.5326700,39.4941400,0.0000000
-74.5326500,39.4941500,0.0000000
-74.5326400,39.4941400,0.0000000
-74.5326200,39.4941600,0.0000000
-74.5326000,39.4941600,0.0000000
-74.5325900,39.4941700,0.0000000
-74.5325700,39.4941700,0.0000000
-74.5325500,39.4941800,0.0000000
-74.5325400,39.4941800,0.0000000
-74.5325300,39.4941900,0.0000000
-74.5325200,39.4942000,0.0000000
-74.5325000,39.4942000,0.0000000
-74.5324900,39.4942100,0.0000000
-74.5324800,39.4942200,0.0000000
-74.5324600,39.4942300,0.0000000
-74.5324600,39.4942400,0.0000000
-74.5324500,39.4942500,0.0000000
-74.5324300,39.4942600,0.0000000
-74.5324200,39.4942600,0.0000000
-74.5324100,39.4942600,0.0000000
-74.5324000,39.4942700,0.0000000
-74.5323900,39.4942800,0.0000000
-74.5323700,39.4942900,0.0000000
-74.5323600,39.4942900,0.0000000
-74.5323500,39.4942900,0.0000000
-74.5323400,39.4942900,0.0000000
-74.5323300,39.4943000,0.0000000
-74.5323200,39.4943000,0.0000000
-74.5323000,39.4943000,0.0000000
-74.5322800,39.4943100,0.0000000
-74.5322700,39.4943100,0.0000000
-74.5322600,39.4943100,0.0000000
-74.5322500,39.4943100,0.0000000
-74.5322400,39.4943100,0.0000000
-74.5322300,39.4943100,0.0000000
-74.5322200,39.4943100,0.0000000
-74.5322000,39.4943200,0.0000000
-74.5322000,39.4943300,0.0000000
-74.5321800,39.4943300,0.0000000
-74.5321700,39.4943300,0.0000000
-74.5321500,39.4943200,0.0000000
-74.5321400,39.4943200,0.0000000
-74.5321300,39.4943200,0.0000000
-74.5321100,39.4943200,0.0000000
-74.5321000,39.4943200,0.0000000
-74.5320900,39.4943200,0.0000000
-74.5320700,39.4943200,0.0000000
-74.5320500,39.4943100,0.0000000
-74.5320400,39.4943100,0.0000000
-74.5320300,39.4943200,0.0000000
-74.5320100,39.4943200,0.0000000
-74.5319900,39.4943200,0.0000000
-74.5319700,39.4943200,0.0000000
-74.5319700,39.4943100,0.0000000
-74.5319600,39.4943100,0.0000000
-74.5319400,39.4943000,0.0000000
-74.5319300,39.4943100,0.0000000
-74.5319100,39.4943000,0.0000000
-74.5319000,39.4943000,0.0000000
-74.5318900,39.4943000,0.0000000
-74.5318800,39.4943000,0.0000000
-74.5318700,39.4943000,0.0000000
-74.5318500,39.4942900,0.0000000
-74.5318400,39.4943000,0.0000000
-74.5318200,39.4943000,0.0000000
-74.5318100,39.4943000,0.0000000
-74.5318000,39.4943000,0.0000000
-74.5317800,39.4943000,0.0000000
-74.5317700,39.4943100,0.0000000
-74.5317600,39.4943000,0.0000000
-74.5317500,39.4943000,0.0000000
-74.5317300,39.4943000,0.0000000
-74.5317100,39.4943000,0.0000000
